date,code,EP,z_EP,SIZE,z_SIZE,MOM60,z_MOM60,REV5,z_REV5,VOL20,z_VOL20,TURN,z_TURN,ROE,z_ROE,GROW,z_GROW,next_return
2020-01-31,000001,0.066100,0.375820,22.337436,0.028092,0.032519,0.218334,0.008586,0.315471,-0.320070,0.204652,-0.039924,0.331014,0.114347,-0.636662,0.150000,2.645751,0.129798
2020-01-31,000002,0.122334,1.912927,21.810002,-0.640816,0.048065,0.385696,-0.010926,-0.095576,-0.293948,0.324304,-0.062257,-0.587681,0.225320,1.485563,0.150000,2.645751,0.073088
2020-01-31,000003,0.133580,2.220321,22.058274,-0.325949,-0.069555,-0.880585,0.027029,0.704014,-0.202843,0.741610,-0.073768,-1.061186,0.200633,1.013460,0.150000,2.645751,0.034286
2020-01-31,000004,0.021589,-0.840848,21.877141,-0.555668,0.138995,1.364640,-0.091539,-1.793870,-0.338974,0.118063,-0.048355,-0.015779,0.079906,-1.295307,0.150000,2.645751,0.221383
2020-01-31,000005,0.037734,-0.399529,20.552743,-2.235309,0.036430,0.260431,0.007273,0.287811,-0.234086,0.598504,-0.048093,-0.005001,0.239466,1.756103,0.150000,2.645751,0.046893
2020-01-31,000006,0.064436,0.330350,23.111747,1.010097,-0.074803,-0.937089,0.006329,0.267936,-0.255648,0.499740,-0.038404,0.393546,0.218256,1.350481,0.150000,2.645751,-0.004475
2020-01-31,000007,0.024236,-0.768472,22.202157,-0.143473,-0.052063,-0.692271,-0.004273,0.044572,-0.200115,0.754108,-0.028031,0.820249,0.111104,-0.698689,0.150000,2.645751,0.090949
2020-01-31,000008,0.117003,1.767214,22.297557,-0.022483,-0.093933,-1.143038,0.049984,1.187623,-0.361751,0.013733,-0.047490,0.019807,0.210641,1.204860,0.150000,2.645751,0.045227
2020-01-31,000009,0.012301,-1.094720,21.053136,-1.600696,0.096510,0.907249,-0.042841,-0.767938,-0.295111,0.318979,-0.052916,-0.203410,0.079156,-1.309658,0.150000,2.645751,0.065415
2020-01-31,000010,0.113749,1.678269,22.306663,-0.010935,-0.031839,-0.474541,0.042284,1.025394,-0.209958,0.709021,-0.029681,0.752411,0.239839,1.763228,0.150000,2.645751,0.073536
2020-01-31,000011,0.082216,0.816335,21.554784,-0.964490,-0.023372,-0.383386,-0.026895,-0.432007,-0.264900,0.457362,-0.041171,0.279741,0.179823,0.615498,0.150000,2.645751,-0.084107
2020-01-31,000012,0.058518,0.168589,23.023980,0.898788,-0.011054,-0.250771,0.045575,1.094743,-0.321505,0.198081,-0.044774,0.131516,0.177023,0.561937,0.150000,2.645751,0.175221
2020-01-31,000013,0.014694,-1.029306,22.242787,-0.091945,-0.043706,-0.602303,0.043653,1.054242,-0.677984,-1.434772,-0.048988,-0.041822,0.076279,-1.364662,0.150000,2.645751,-0.226319
2020-01-31,000014,0.077435,0.685650,24.011361,2.151015,0.102367,0.970308,-0.034450,-0.591176,-0.308480,0.257743,-0.118694,-2.909252,0.221466,1.411869,0.150000,2.645751,0.016287
2020-01-31,000015,0.020032,-0.883386,22.793720,0.606765,-0.139513,-1.633741,0.017643,0.506289,-0.652816,-1.319489,-0.024150,0.979923,0.065220,-1.576161,0.150000,2.645751,-0.075485
2020-01-31,000016,0.060665,0.227271,21.777324,-0.682259,-0.033912,-0.496858,0.027010,0.703613,-0.249883,0.526146,-0.025560,0.921900,0.103349,-0.846984,0.150000,2.645751,0.029252
2020-01-31,000017,0.007850,-1.216386,23.425416,1.407901,0.117990,1.138505,0.013117,0.410942,-0.843206,-2.191573,-0.036210,0.483805,0.085744,-1.183662,0.150000,2.645751,-0.044398
2020-01-31,000018,0.045329,-0.191920,20.532746,-2.260669,-0.019332,-0.339888,0.030422,0.775497,-0.246241,0.542826,-0.090927,-1.767056,0.199818,0.997879,0.150000,2.645751,0.029705
2020-01-31,000019,0.052800,0.012281,22.650335,0.424920,0.040854,0.308068,-0.057822,-1.083537,-0.171034,0.887312,-0.023670,0.999680,0.095677,-0.993708,0.150000,2.645751,0.134484
2020-01-31,000020,0.046064,-0.171829,22.550937,0.298861,0.073038,0.654549,0.013104,0.410670,-0.643664,-1.277568,-0.025413,0.927962,0.223915,1.458701,0.150000,2.645751,0.044580
2020-01-31,000021,0.028935,-0.640054,22.901897,0.743958,0.023698,0.123367,-0.090472,-1.771393,-0.712501,-1.592878,-0.041914,0.249189,0.178128,0.583087,0.150000,2.645751,0.198326
2020-01-31,000022,0.019789,-0.890025,21.685518,-0.798690,-0.059061,-0.767607,-0.018046,-0.245590,-0.218196,0.671288,-0.045847,0.087365,0.066509,-1.551503,0.150000,2.645751,-0.062956
2020-01-31,000023,0.021364,-0.846995,23.166543,1.079591,-0.004983,-0.185408,-0.045149,-0.816571,-0.299699,0.297964,-0.067870,-0.818565,0.060977,-1.657294,0.150000,2.645751,0.056801
2020-01-31,000024,0.022826,-0.807014,23.341750,1.301794,0.178297,1.787763,-0.021036,-0.308569,-0.572281,-0.950600,-0.056704,-0.359245,0.069298,-1.498164,0.150000,2.645751,0.015494
2020-01-31,000025,0.037185,-0.414542,22.616177,0.381600,0.074340,0.668574,-0.048283,-0.882590,-0.223838,0.645444,-0.038469,0.390889,0.169067,0.409788,0.150000,2.645751,0.070615
2020-01-31,000026,0.093493,1.004262,21.377447,-0.966618,-0.002479,-0.112957,0.004215,-0.092349,-0.397162,-0.078812,-0.062655,-0.406403,0.204267,0.912840,0.150000,-0.377964,-0.017831
2020-01-31,000027,0.014652,-1.150771,21.562075,-0.732468,-0.028127,-0.389074,0.008890,0.006136,-0.226532,0.702758,-0.020541,1.325980,0.102940,-1.024928,0.150000,-0.377964,-0.108544
2020-01-31,000028,0.115238,1.598656,21.852155,-0.364580,0.110839,1.107019,0.050670,0.886318,-0.421147,-0.188675,-0.047441,0.219429,0.212894,1.077819,0.150000,-0.377964,-0.225757
2020-01-31,000029,0.048336,-0.230053,20.578454,-1.979926,0.154844,1.580765,0.003118,-0.115461,-0.287701,0.422576,-0.024153,1.177396,0.070302,-1.649088,0.150000,-0.377964,-0.017776
2020-01-31,000030,0.021182,-0.972277,23.334784,1.515734,-0.064964,-0.785658,0.083762,1.583487,-0.394665,-0.067372,-0.092921,-1.651467,0.204173,0.911057,0.150000,-0.377964,-0.029652
2020-01-31,000031,0.029496,-0.745014,22.707885,0.720682,0.074169,0.712226,-0.110350,-2.505901,-0.479382,-0.455418,-0.020656,1.321261,0.227003,1.347649,0.150000,-0.377964,-0.013582
2020-01-31,000032,0.078692,0.599702,22.706087,0.718402,-0.081909,-0.968087,0.054587,0.968858,-0.245692,0.614998,-0.055861,-0.126945,0.198980,0.811728,0.150000,-0.377964,0.008824
2020-01-31,000033,0.105231,1.325129,22.247786,0.137171,0.249668,2.601633,-0.028332,-0.778028,-0.559252,-0.821264,-0.135074,-3.285810,0.185662,0.557041,0.150000,-0.377964,-0.076801
2020-01-31,000034,0.098995,1.154668,21.411043,-0.924012,0.009273,0.013563,0.044883,0.764409,-0.256265,0.566569,-0.049940,0.116631,0.210836,1.038478,0.150000,-0.377964,-0.055430
2020-01-31,000035,0.052116,-0.126729,21.490808,-0.822851,0.052961,0.483905,0.020506,0.250849,-0.212540,0.766851,-0.098152,-1.866649,0.067227,-1.707885,0.150000,-0.377964,-0.050238
2020-01-31,000036,0.062039,0.144511,21.934179,-0.260555,0.021167,0.141620,0.102912,1.986908,-0.382240,-0.010462,-0.090836,-1.565697,0.096321,-1.151504,0.150000,-0.377964,-0.045243
2020-01-31,000037,0.033048,-0.647942,21.403124,-0.934054,-0.043134,-0.550636,-0.017381,-0.547304,-0.153282,1.038282,-0.015616,1.528596,0.082486,-1.416073,0.150000,-0.377964,-0.067991
2020-01-31,000038,0.060131,0.092349,22.029652,-0.139473,-0.092020,-1.076939,-0.053477,-1.307762,-0.581348,-0.922474,-0.022933,1.227600,0.150816,-0.109353,0.150000,-0.377964,-0.051340
2020-01-31,000039,0.021894,-0.952816,21.878096,-0.331681,-0.116413,-1.339554,0.034069,0.536588,-0.427343,-0.217054,-0.053083,-0.012646,0.194134,0.719060,0.150000,-0.377964,0.090142
2020-01-31,000040,0.043248,-0.369124,21.787136,-0.447039,-0.003033,-0.118922,-0.040256,-1.029222,-0.220031,0.732538,-0.053449,-0.027730,0.173402,0.322589,0.150000,-0.377964,-0.230310
2020-01-31,000041,0.084987,0.771758,22.557317,0.529728,-0.080842,-0.956605,0.040506,0.672193,-0.704943,-1.488602,-0.080654,-1.146847,0.213204,1.083747,0.150000,-0.377964,-0.039148
2020-01-31,000042,0.033063,-0.647520,22.922462,0.992815,0.027454,0.209305,-0.015780,-0.513579,-0.712089,-1.521336,-0.035260,0.720492,0.087938,-1.311809,0.150000,-0.377964,0.115812
2020-01-31,000043,0.041532,-0.416022,22.995794,1.085817,-0.041275,-0.530628,0.030871,0.469213,-0.305729,0.339998,-0.028092,1.015355,0.192232,0.682685,0.150000,-0.377964,0.015779
2020-01-31,000044,0.031847,-0.680763,21.525988,-0.778235,0.075424,0.725742,0.019561,0.230948,-0.532116,-0.696968,-0.056039,-0.134276,0.094747,-1.181592,0.150000,-0.377964,0.017126
2020-01-31,000045,0.034259,-0.614840,23.163437,1.298427,0.110747,1.106018,-0.116526,-2.636016,-0.513986,-0.613925,-0.024742,1.153194,0.108737,-0.914066,0.150000,-0.377964,0.007786
2020-01-31,000046,0.101012,1.209788,23.592266,1.842281,-0.047274,-0.595207,0.004304,-0.090462,-0.211599,0.771158,-0.122612,-2.872838,0.187783,0.597604,0.150000,-0.377964,-0.054193
2020-01-31,000047,0.116626,1.636579,21.409766,-0.925631,0.023502,0.166753,-0.041484,-1.055086,-0.129603,1.146743,-0.024778,1.151711,0.236437,1.528057,0.150000,-0.377964,0.045635
2020-01-31,000048,0.030025,-0.730571,22.675750,0.679928,-0.000688,-0.093667,-0.000130,-0.183890,-0.270442,0.501632,-0.048284,0.184753,0.170078,0.259016,0.150000,-0.377964,0.224174
2020-01-31,000049,0.015776,-1.120044,23.271688,1.435715,-0.026250,-0.368868,0.127532,2.505584,-0.593334,-0.977375,-0.032292,0.842593,0.069810,-1.658491,0.150000,-0.377964,-0.077700
2020-01-31,000050,0.051890,-0.132916,21.075486,-1.349575,-0.081320,-0.961748,0.008293,-0.006432,-0.280484,0.455633,-0.025735,1.112314,0.170936,0.275420,0.150000,-0.377964,-0.009643
2020-01-31,000051,0.038939,-0.118954,20.882117,-1.310936,-0.053452,-0.875374,0.020044,0.601823,-0.156517,1.027904,-0.039222,0.604327,0.067623,-1.484825,0.150000,-0.377964,0.085680
2020-01-31,000052,0.152418,2.982861,20.475496,-1.826625,0.071497,0.469814,0.018729,0.574121,-0.341541,0.180402,-0.061395,-0.307797,0.219146,1.412883,0.150000,-0.377964,0.053785
2020-01-31,000053,0.046688,0.092853,22.808754,1.132482,-0.003015,-0.332380,-0.016905,-0.176583,-0.503327,-0.560659,-0.054927,-0.041734,0.187724,0.811970,0.150000,-0.377964,0.040774
2020-01-31,000054,0.020272,-0.629222,22.729357,1.031789,-0.080493,-1.166496,-0.103135,-1.993200,-0.383845,-0.013373,-0.033025,0.859227,0.091163,-1.034651,0.150000,-0.377964,0.031561
2020-01-31,000055,0.014530,-0.786164,23.145310,1.559313,-0.015129,-0.462796,-0.009496,-0.020510,-0.208232,0.791024,-0.055681,-0.072744,0.076510,-1.314877,0.150000,-0.377964,0.119432
2020-01-31,000056,0.058384,0.412538,22.801827,1.123696,0.028746,0.009564,-0.003252,0.111041,-0.194221,0.855201,-0.148338,-3.239009,0.093036,-0.998833,0.150000,-0.377964,0.038805
2020-01-31,000057,0.108956,1.794872,21.877849,-0.048120,0.089248,0.660921,-0.007207,0.027714,-0.611507,-1.056176,-0.064567,-0.438290,0.236405,1.742935,0.150000,-0.377964,-0.129322
2020-01-31,000058,0.032874,-0.284757,21.620120,-0.374979,-0.046254,-0.797882,0.084794,1.965919,-0.165949,0.984701,-0.053516,0.016334,0.142541,-0.052107,0.150000,-0.377964,0.025157
2020-01-31,000059,0.029341,-0.381306,20.954827,-1.218723,0.037933,0.108467,-0.012068,-0.074689,-0.267519,0.519462,-0.048675,0.215454,0.201135,1.068430,0.150000,-0.377964,0.007106
2020-01-31,000060,0.065818,0.615758,21.039039,-1.111923,0.071038,0.464866,-0.006533,0.041908,-0.449701,-0.315027,-0.097148,-1.778538,0.174554,0.560097,0.150000,-0.377964,0.157500
2020-01-31,000061,0.018335,-0.682164,22.693524,0.986344,0.019979,-0.084827,0.014322,0.481269,-0.592218,-0.967826,-0.032921,0.863510,0.163034,0.339807,0.150000,-0.377964,-0.061720
2020-01-31,000062,0.064499,0.579690,21.428356,-0.618180,-0.146488,-1.876988,-0.006180,0.049344,-0.268968,0.512822,-0.031263,0.931740,0.086123,-1.131027,0.150000,-0.377964,0.220472
2020-01-31,000063,0.081617,1.047608,21.982136,0.084141,0.008767,-0.205530,0.096744,2.217672,-0.404724,-0.109009,-0.047686,0.256141,0.230284,1.625888,0.150000,-0.377964,0.203813
2020-01-31,000064,0.016115,-0.742840,23.697896,2.260119,0.032129,0.045981,-0.001105,0.156276,-0.289907,0.416912,-0.032189,0.893644,0.114242,-0.593298,0.150000,-0.377964,0.586378
2020-01-31,000065,0.067622,0.665043,22.492009,0.730776,0.091129,0.681169,0.016034,0.517337,-1.056436,-3.094177,-0.079015,-1.032622,0.164043,0.359098,0.150000,-0.377964,0.129093
2020-01-31,000066,0.053981,0.292193,21.535278,-0.482579,-0.011580,-0.424585,0.033877,0.893236,-0.116726,1.210167,-0.081335,-1.128054,0.185960,0.778227,0.150000,-0.377964,-0.027704
2020-01-31,000067,0.035879,-0.202602,22.188769,0.346198,0.001720,-0.281394,0.009091,0.371071,-0.399759,-0.086266,-0.024364,1.215545,0.176862,0.604244,0.150000,-0.377964,0.070208
2020-01-31,000068,0.030961,-0.337047,21.692785,-0.282823,-0.060099,-0.946937,-0.032208,-0.498979,-0.335755,0.206904,-0.080802,-1.106110,0.229307,1.607196,0.150000,-0.377964,0.005306
2020-01-31,000069,0.012060,-0.853683,20.920249,-1.262576,0.251012,2.402444,-0.045295,-0.774692,-0.740961,-1.649140,-0.051670,0.092271,0.086719,-1.119637,0.150000,-0.377964,-0.133250
2020-01-31,000070,0.014878,-0.776660,21.847526,-0.086576,0.066890,0.420211,-0.059930,-1.082995,-0.215380,0.758282,-0.032811,0.868063,0.151503,0.119292,0.150000,-0.377964,0.203419
2020-01-31,000071,0.013362,-0.818075,21.455115,-0.584243,-0.011458,-0.423268,-0.036140,-0.581824,-0.305375,0.346061,-0.028809,1.032698,0.132726,-0.239802,0.150000,-0.377964,0.008645
2020-01-31,000072,0.021870,-0.585526,21.883030,-0.041549,0.013400,-0.155650,-0.066066,-1.212268,-0.382906,-0.009069,-0.060283,-0.262041,0.145350,0.001621,0.150000,-0.377964,0.096938
2020-01-31,000073,0.009501,-0.923636,22.771046,1.084660,0.118751,0.978538,-0.023588,-0.317374,-0.269822,0.508910,-0.028849,1.031047,0.081459,-1.220226,0.150000,-0.377964,-0.028614
2020-01-31,000074,0.031324,-0.327110,21.322566,-0.752346,0.155236,1.371333,-0.009195,-0.014152,-0.602016,-1.012704,-0.047324,0.271024,0.084137,-1.169015,0.150000,-0.377964,-0.027352
2020-01-31,000075,0.042059,-0.033670,21.649800,-0.337338,0.066944,0.420799,-0.068401,-1.261466,-0.259831,0.554673,-0.047692,0.255913,0.110054,-0.673390,0.150000,-0.377964,0.145211
2020-01-31,000076,0.025707,-0.756871,21.653362,-0.242804,0.130372,1.291307,0.011264,0.599967,-0.779567,-1.822831,-0.048212,0.056318,0.114847,-0.575909,0.150000,-0.377964,-0.007915
2020-01-31,000077,0.037787,-0.426678,21.336526,-0.644626,0.013338,0.031332,-0.019781,-0.054059,-0.112907,1.230803,-0.035011,0.599370,0.137023,-0.151823,0.150000,-0.377964,-0.046098
2020-01-31,000078,0.076491,0.631251,22.002505,0.199989,-0.015233,-0.276256,0.011988,0.615221,-0.164297,0.995414,-0.018266,1.288201,0.169978,0.478407,0.150000,-0.377964,0.125910
2020-01-31,000079,0.074039,0.564220,22.240867,0.502287,0.060579,0.539924,-0.053182,-0.757716,-0.522366,-0.644722,-0.081403,-1.309033,0.174233,0.559788,0.150000,-0.377964,0.011141
2020-01-31,000080,0.056260,0.078271,22.753768,1.152763,-0.005223,-0.168486,-0.080746,-1.338415,-0.375332,0.028768,-0.065642,-0.660691,0.134126,-0.207218,0.150000,-0.377964,-0.038331
2020-01-31,000081,0.011612,-1.142145,22.589681,0.944662,0.054880,0.478572,-0.040692,-0.494594,-0.279205,0.469077,-0.036771,0.526973,0.133581,-0.217640,0.150000,-0.377964,0.077004
2020-01-31,000082,0.022813,-0.835968,22.408235,0.714548,-0.059456,-0.752352,0.072892,1.898294,-0.373075,0.039106,-0.041651,0.326225,0.099173,-0.875651,0.150000,-0.377964,0.170597
2020-01-31,000083,0.020638,-0.895425,23.160277,1.668309,0.109634,1.068046,-0.074591,-1.208751,-0.501120,-0.547407,-0.050360,-0.032052,0.165895,0.400331,0.150000,-0.377964,0.007290
2020-01-31,000084,0.017060,-0.993219,22.468912,0.791500,-0.228937,-2.576963,-0.009711,0.158098,-2.346627,-3.638217,-0.036117,0.553851,0.117067,-0.533444,0.150000,-0.377964,0.010856
2020-01-31,000085,0.030504,-0.625751,20.601853,-1.576360,0.061002,0.544479,-0.042551,-0.533746,-0.439717,-0.266151,-0.068379,-0.773258,0.066491,-1.500664,0.150000,-0.377964,0.017621
2020-01-31,000086,0.039030,-0.392704,20.996633,-1.075688,-0.016162,-0.286254,-0.113118,-2.020398,-0.285864,0.438575,-0.038522,0.454940,0.135312,-0.184536,0.150000,-0.377964,0.220438
2020-01-31,000087,0.015380,-1.039159,22.550182,0.894569,-0.006209,-0.179104,-0.004698,0.263701,-0.193222,0.862923,-0.047413,0.089183,0.145344,0.007312,0.150000,-0.377964,0.109590
2020-01-31,000088,0.057418,0.109916,21.098692,-0.946253,-0.083637,-1.012683,0.013627,0.649766,-0.216109,0.758089,-0.043514,0.249596,0.100607,-0.848235,0.150000,-0.377964,-0.021094
2020-01-31,000089,0.062968,0.261613,21.870736,0.032876,0.063443,0.570756,0.062560,1.680636,-0.347639,0.155616,-0.029391,0.830541,0.163042,0.345777,0.150000,-0.377964,0.096513
2020-01-31,000090,0.035711,-0.483413,21.496533,-0.441700,-0.008392,-0.202609,-0.031811,-0.307485,-0.152315,1.050296,-0.050824,-0.051147,0.161839,0.322762,0.150000,-0.377964,-0.035113
2020-01-31,000091,0.116665,1.729372,21.350369,-0.627069,-0.022542,-0.354945,-0.004725,0.263136,-0.204304,0.812161,-0.090727,-1.692580,0.186360,0.791706,0.150000,-0.377964,0.204557
2020-01-31,000092,0.028748,-0.673762,22.070486,0.286204,0.170587,1.724261,-0.059701,-0.895052,-0.398503,-0.077367,-0.044769,0.197968,0.176631,0.605638,0.150000,-0.377964,-0.104658
2020-01-31,000093,0.137626,2.302323,21.429154,-0.527152,-0.132530,-1.539060,0.071784,1.874962,-0.196952,0.845838,-0.059372,-0.402753,0.177438,0.621075,0.150000,-0.377964,0.066451
2020-01-31,000094,0.018930,-0.942109,21.521235,-0.410373,-0.007956,-0.197910,-0.037354,-0.424271,-0.244713,0.627066,-0.102231,-2.165822,0.116919,-0.536290,0.150000,-0.377964,0.057776
2020-01-31,000095,0.112767,1.622835,21.348670,-0.629225,0.059908,0.532706,-0.010303,0.145614,-0.113844,1.226512,-0.051873,-0.094284,0.201738,1.085782,0.150000,-0.377964,0.042683
2020-01-31,000096,0.064853,0.313151,22.474925,0.799126,-0.017187,-0.297294,-0.040810,-0.497081,-0.374379,0.033130,-0.039599,0.410632,0.158846,0.265525,0.150000,-0.377964,0.006264
2020-01-31,000097,0.080848,0.750344,21.560558,-0.360502,0.075099,0.696247,-0.068352,-1.077300,-0.422727,-0.188327,-0.037723,0.487785,0.137655,-0.139724,0.150000,-0.377964,0.016215
2020-01-31,000098,0.062636,0.252556,21.248070,-0.756809,0.165591,1.670477,0.008036,0.531964,-1.019533,-2.921998,-0.022791,1.102024,0.172682,0.530127,0.150000,-0.377964,0.035778
2020-01-31,000099,0.059950,0.179115,21.015256,-1.052070,-0.089355,-1.074248,0.036263,1.126630,-0.376615,0.022888,-0.037055,0.515278,0.124918,-0.383303,0.150000,-0.377964,-0.031098
2020-01-31,000100,0.068478,0.412240,22.872857,1.303795,-0.010931,-0.229943,-0.026667,-0.199124,-0.270105,0.510758,-0.061912,-0.507265,0.152293,0.140207,0.150000,-0.377964,0.161772
2020-01-31,000101,0.114741,1.626633,22.618953,0.597456,-0.122538,-1.083412,0.024396,0.514895,-0.288870,0.588046,-0.036160,0.560491,0.192607,0.899008,0.150000,-0.377964,0.538361
2020-01-31,000102,0.031890,-0.638019,23.126177,1.240733,-0.085117,-0.680540,0.019703,0.416042,-0.433464,-0.074266,-0.022108,1.138521,0.219553,1.414310,0.150000,-0.377964,0.047723
2020-01-31,000103,0.069362,0.386256,21.516140,-0.801165,-0.007793,0.151925,0.036587,0.771727,-0.395543,0.099430,-0.051169,-0.056942,0.225790,1.533601,0.150000,-0.377964,0.173639
2020-01-31,000104,0.040943,-0.390552,23.227973,1.369833,-0.061934,-0.430949,-0.001297,-0.026382,-0.315130,0.467762,-0.083850,-1.401317,0.150654,0.096703,0.150000,-0.377964,-0.068409
2020-01-31,000105,0.097875,1.165622,22.330220,0.231275,0.065219,0.937958,-0.031685,-0.666565,-0.225635,0.877693,-0.028192,0.888276,0.153650,0.153990,0.150000,-0.377964,0.184166
2020-01-31,000106,0.060013,0.130717,23.238858,1.383638,0.009043,0.333175,0.003829,0.081621,-0.366339,0.233199,-0.062764,-0.533916,0.203977,1.116440,0.150000,-0.377964,0.110753
2020-01-31,000107,0.035386,-0.542461,21.721277,-0.541004,0.004569,0.285012,-0.020506,-0.431060,-0.210404,0.947458,-0.029689,0.826695,0.116601,-0.554518,0.150000,-0.377964,0.202544
2020-01-31,000108,0.096346,1.123826,21.264733,-1.120007,-0.104000,-0.883826,0.042430,0.894818,-0.310298,0.489892,-0.058292,-0.349960,0.210729,1.245567,0.150000,-0.377964,0.341191
2020-01-31,000109,0.029177,-0.712158,22.039589,-0.137311,-0.043116,-0.228360,-0.046616,-0.981122,-0.332641,0.387551,-0.067609,-0.733217,0.148945,0.064031,0.150000,-0.377964,0.050951
2020-01-31,000110,0.008636,-1.273637,23.265674,1.417647,-0.010806,0.119484,0.016922,0.357439,-0.505263,-0.403144,-0.043602,0.254330,0.080854,-1.238138,0.150000,-0.377964,-0.042035
2020-01-31,000111,0.040458,-0.403807,21.280583,-1.099905,-0.047653,-0.277201,-0.025108,-0.528006,-0.332514,0.388134,-0.057887,-0.333303,0.072971,-1.388902,0.150000,-0.377964,0.041406
